App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Last Updated
iSwipe Phone X,FAMILY,4,48731,68,5000000,Free,0,Everyone,19-Apr-18
"Robinhood - Investing, No Fees",FINANCE,4,48445,10,5000000,Free,0,Everyone,16-Jul-18
Note Everything,GAME,4.3,47698,4,5000000,Free,0,Everyone,12-Apr-16
Memorado - Brain Games,SPORTS,3.9,47688,17,5000000,Free,0,Everyone,18-May-16
Cozi Family Organizer,GAME,4.4,47644,15,5000000,Free,0,Everyone,15-Jun-18
Cook Baked Lasagna,FAMILY,4.1,47213,14,5000000,Free,0,Everyone,09-Dec-17
My Photo Keyboard,PHOTOGRAPHY,4.4,47090,Varies with device,5000000,Free,0,Everyone,28-Jul-18
Chicken Invaders 3,BEAUTY,4.5,45452,9,5000000,Free,0,Everyone,19-Jul-18
Blackjack,SHOPPING,4.3,45362,Varies with device,5000000,Free,0,Everyone,20-Jul-18
Champions and Challengers - Adventure Time,LIFESTYLE,4,45224,49,5000000,Free,0,Everyone,01-Aug-18
My OldBoy! Free - GBC Emulator,SHOPPING,4.5,44588,20,5000000,Free,0,Everyone,12-Jul-18
Nextdoor - Local neighborhood news & classifieds,SHOPPING,4.3,44071,56,5000000,Free,0,Everyone,19-Jul-18
Commando Adventure Assassin,GAME,4.5,43645,46,5000000,Free,0,Everyone,25-May-18
ABCmouse.com,GAME,4.5,43576,50,5000000,Free,0,Everyone,13-Sep-17
ABC – Live TV & Full Episodes,PHOTOGRAPHY,4.1,43296,Varies with device,5000000,Free,0,Everyone,20-Sep-17
"LALALAB prints your photos, photobooks and magnets",SPORTS,4.2,43191,14,5000000,Free,0,Everyone,10-Jan-18
"Journey - Diary, Journal",FAMILY,4.3,43090,95,5000000,Free,0,Everyone,29-Jun-18
Fantasy Football,FAMILY,4.3,43060,95,5000000,Free,0,Everyone,29-Jun-18
Bokeh (Background defocus),GAME,4.3,43055,95,5000000,Free,0,Everyone,29-Jun-18
Connect'Em,FINANCE,3.8,42644,19,5000000,Free,0,Everyone,28-Jun-18
Exiled Kingdoms RPG,FAMILY,3,42515,2,5000000,Free,0,Everyone,23-May-18
Ski Safari: Adventure Time,COMMUNICATION,3.7,42329,Varies with device,5000000,Free,0,Everyone,04-Jun-18
Battle Gems (AdventureQuest),GAME,4.1,42079,93,5000000,Free,0,Everyone,05-Jul-18
Shadowverse CCG,LIFESTYLE,4,41747,39,5000000,Free,0,Everyone,12-Jan-17
Seznam.cz,COMMUNICATION,4.3,41420,19,5000000,Free,0,Everyone,21-Jun-18
Mobile Doc Scanner (MDScan) Lite,PHOTOGRAPHY,4.5,41331,5,5000000,Free,0,Everyone,31-Jul-18
Draw In,FAMILY,4.2,41273,16,5000000,Free,0,Everyone,05-Jul-18
Poshmark - Buy & Sell Fashion,SHOPPING,4.1,41074,16,5000000,Free,0,Everyone,27-Jun-18
Kariyer.net,TOOLS,4.3,40907,2,5000000,Free,0,Everyone,27-Jul-17
Satellite Director,TOOLS,4.5,40617,21,5000000,Free,0,Everyone,31-Jul-18
Xperia Link™,PRODUCTIVITY,4.1,40437,Varies with device,5000000,Free,0,Everyone,06-Feb-18
Replika,PHOTOGRAPHY,4.4,40289,19,5000000,Free,0,Everyone,11-Jul-18
Best Hairstyles step by step,COMMUNICATION,4.3,40241,Varies with device,5000000,Free,0,Everyone,30-Jun-18
Sam's Club: Wholesale Shopping & Instant Savings,EVENTS,4,40113,36,5000000,Free,0,Everyone,23-Jul-18
Zappos – Shoe shopping made simple,FAMILY,4,39779,19,5000000,Free,0,Everyone,05-Aug-16
GS SHOP,GAME,4.4,39698,51,5000000,Free,0,Everyone,01-Dec-16
Masha and the Bear: House Cleaning Games for Girls,LIFESTYLE,4.4,39364,28,5000000,Free,0,Everyone,17-Jul-18
Surely You Quest - Magiswords,SHOPPING,4.3,38961,27,5000000,Free,0,Everyone,02-Aug-18
SuperPhoto - Effects & Filters,PHOTOGRAPHY,4.5,38953,9,5000000,Free,0,Everyone,26-Jul-18
love,GAME,4,38448,27,5000000,Free,0,Everyone,16-Jun-18
TAMAGO,PHOTOGRAPHY,3.9,38055,4,5000000,Free,0,Everyone,16-Jun-17
Genius Scan - PDF Scanner,TOOLS,4.1,37975,23,5000000,Free,0,Everyone,02-Feb-17
Ear Agent: Super Hearing,FAMILY,3.2,37584,34,5000000,Free,0,Everyone,31-Aug-16
Free Dating & Flirt Chat - Choice of Love,FINANCE,4.3,37580,Varies with device,5000000,Free,0,Everyone,01-Aug-18
Dr. Rocket,GAME,4.3,37513,31,5000000,Free,0,Everyone,07-Dec-15
Cube Z (Pixel Zombies),COMMUNICATION,4,36901,6,5000000,Free,0,Everyone,04-Jul-18
GUYZ - Gay Chat & Gay Dating,FINANCE,4.2,36746,Varies with device,5000000,Free,0,Everyone,24-Jul-18
Brilliant,FINANCE,3.7,36718,Varies with device,5000000,Free,0,Everyone,16-Jul-18
Egg: clicker,FAMILY,4.2,36214,Varies with device,5000000,Free,0,Everyone,12-Jul-18
"VPN - Fast, Secure & Unlimited WiFi with VyprVPN",EDUCATION,4.2,36212,Varies with device,5000000,Free,0,Everyone,12-Jul-18
Brave Browser: Fast AdBlocker,SPORTS,3.8,35746,55,5000000,Free,0,Everyone,15-Dec-17
Jagobd - Bangla TV(Official),FAMILY,3.6,35121,5,5000000,Free,0,Everyone,22-May-18
Thuglife Video Maker,TOOLS,3.9,34612,2,5000000,Free,0,Everyone,12-Jun-18
Meme Creator,FAMILY,4.3,34514,60,5000000,Free,0,Everyone,20-Jul-18
RC Monster Truck - Offroad Driving Simulator,LIFESTYLE,4.3,34327,8,5000000,Free,0,Everyone,17-Jul-18
Blur Image - DSLR focus effect,SPORTS,4.1,34123,19,5000000,Free,0,Everyone,30-Mar-18
Kids Balloon Pop Game Free 🎈,LIFESTYLE,3.7,34079,9,5000000,Free,0,Everyone,21-May-18
Cops N Robbers,FAMILY,4.5,33983,22,5000000,Free,0,Everyone,02-Aug-18
Motorola Assist,FAMILY,4.3,33785,16,5000000,Free,0,Everyone,20-Dec-17
FC Bayern Munich,PHOTOGRAPHY,4,33439,3,5000000,Free,0,Everyone,18-Jul-16
El Falı,COMMUNICATION,4.2,33053,22,5000000,Free,0,Everyone,31-Jul-18
Web Browser & Explorer,MEDICAL,4.2,33033,7,5000000,Free,0,Everyone,24-Jul-18
Klara weather,PHOTOGRAPHY,4,32896,31,5000000,Free,0,Everyone,14-Mar-18
PokeType - Dex,TOOLS,4,32879,3,5000000,Free,0,Everyone,04-Aug-18
Hunting Safari 3D,ENTERTAINMENT,4.2,32458,18,5000000,Free,0,Everyone,19-Jun-18
MTV,FAMILY,4.2,32200,15,5000000,Free,0,Everyone,06-Nov-17
Castle Defense 2,FAMILY,4.2,32029,15,5000000,Free,0,Everyone,06-Nov-17
Samsung SMART CAMERA App,FINANCE,4.1,31804,9,5000000,Free,0,Everyone,27-Jul-18
Download Blazer,FAMILY,4.3,31705,49,5000000,Free,0,Everyone,06-Nov-17
Free games: Masha and the Bear,TOOLS,4.5,31621,2,5000000,Free,0,Everyone,10-Jul-11
EZ Video Download for Facebook,BUSINESS,4.2,30847,55,5000000,Free,0,Everyone,08-Feb-18
Anno: Build an Empire,FAMILY,4.3,30668,33,5000000,Free,0,Everyone,16-Jul-18
Learn to Speak English,COMMUNICATION,4.3,30209,15,5000000,Free,0,Everyone,28-Jul-18
OK cashbag [point of pleasure],TOOLS,4,29944,2,5000000,Free,0,Everyone,03-Oct-15
MLB TAP SPORTS BASEBALL 2018,GAME,4.6,29445,29,5000000,Free,0,Everyone,11-May-18
el,BUSINESS,4.3,29331,20,5000000,Free,0,Everyone,30-Jul-18
"Yahoo Sports - scores, stats, news, & highlights",FAMILY,4.1,29319,26,5000000,Free,0,Everyone,18-May-18
"edX - Online Courses by Harvard, MIT & more",BUSINESS,4.3,29313,20,5000000,Free,0,Everyone,30-Jul-18
Learn Spanish - Español,GAME,4.3,29270,44,5000000,Free,0,Everyone,25-Jul-18
Transfer,PHOTOGRAPHY,3.8,28660,6,5000000,Free,0,Everyone,21-Mar-18
"FXNOW: Movies, Shows & Live TV",SHOPPING,4.1,28523,29,5000000,Free,0,Everyone,03-Aug-18
Questland: Turn Based RPG,PHOTOGRAPHY,4.2,28390,38,5000000,Free,0,Everyone,19-Jul-17
Mopar Drag N Brag,FAMILY,4,28136,Varies with device,5000000,Free,0,Everyone,24-Aug-17
Call Free – Free Call,EDUCATION,3.8,27572,25,5000000,Free,0,Everyone,25-Oct-17
I'm Ping Pong King :),COMMUNICATION,4.3,27187,66,5000000,Free,0,Everyone,28-Jul-18
BF Frontline City,COMMUNICATION,4.3,27156,66,5000000,Free,0,Everyone,28-Jul-18
Camera51 - a smarter camera,FAMILY,4.1,27130,35,5000000,Free,0,Everyone,08-Dec-17
A&E - Watch Full Episodes of TV Shows,GAME,4.5,26985,41,5000000,Free,0,Everyone,04-Jun-18
Ziggo GO,WEATHER,3.7,26941,Varies with device,5000000,Free,0,Everyone,13-Jul-18
Draw A Stickman,PHOTOGRAPHY,4.5,26361,29,5000000,Free,0,Everyone,25-Jul-18
My Tamagotchi Forever,EVENTS,4,26089,Varies with device,5000000,Free,0,Everyone,02-Aug-18
Dungeon Rush,GAME,3.1,25825,16,5000000,Free,0,Everyone,22-May-18
Taco Bell,GAME,3.8,25275,21,5000000,Free,0,Everyone,11-Aug-17
Rescue Robots Survival Games,COMMUNICATION,3.7,25021,61,5000000,Free,0,Everyone,26-Jun-18
VH1,FAMILY,4.3,24936,38,5000000,Free,0,Everyone,16-May-18
CL Mobile - Classifieds for Craigslist,FAMILY,4.3,24877,54,5000000,Free,0,Everyone,20-Jun-18
Good&Co: Career match tests,TOOLS,4.3,24175,8,5000000,Free,0,Everyone,30-Oct-15
Talking Husky Dog,FAMILY,3.7,24137,Varies with device,5000000,Free,0,Everyone,25-Jun-18
Dungeon Hunter Champions: Epic Online Action RPG,FAMILY,4.3,23772,17,5000000,Free,0,Everyone,02-Aug-17
World of Warriors: Duel,FAMILY,4.4,23474,8,5000000,Free,0,Everyone,26-Jul-18
Jiji.ng,TOOLS,3.9,23348,3,5000000,Free,0,Everyone,04-Jul-18
DC Comics,TOOLS,3.7,23347,7,5000000,Free,0,Everyone,28-May-18
Extreme- Personal Voice Assistant,FAMILY,4.4,23302,12,5000000,Free,0,Everyone,24-Mar-18
VidStatus app - Status Videos & Status Downloader,BUSINESS,3.9,23243,Varies with device,5000000,Free,0,Everyone,25-Jun-18
GollerCepte 1903,BUSINESS,4.1,23055,Varies with device,5000000,Free,0,Everyone,08-Jun-18
Credit Sesame,GAME,4.3,23043,Varies with device,5000000,Free,0,Everyone,25-Jul-18
Tokyo Ghoul: Dark War,GAME,4.3,23005,Varies with device,5000000,Free,0,Everyone,25-Jul-18
SolMail - All-in-One email app,TOOLS,3.8,21943,2,5000000,Free,0,Everyone,19-Oct-16
Seeking Alpha,BUSINESS,3.1,20973,31,5000000,Free,0,Everyone,01-Aug-18
"FastMeet: Chat, Dating, Love",COMMUNICATION,3.9,20829,2,5000000,Free,0,Everyone,17-Nov-17
The Walking Dead: Our World,FAMILY,4,20763,Varies with device,5000000,Free,0,Everyone,06-Mar-18
Deep Sleep Battery Saver,GAME,4.2,20364,45,5000000,Free,0,Everyone,12-Jul-18
Cartoon Network Match Land,SHOPPING,4.5,20247,47,5000000,Free,0,Everyone,03-Aug-18
Cinemark Theatres,WEATHER,4.3,20008,9,5000000,Free,0,Everyone,03-Jul-18
Beauty Makeup – Photo Makeover,TOOLS,3.9,19758,2,5000000,Free,0,Everyone,14-Jan-18
Ao Oni2,PRODUCTIVITY,4.7,19302,7,5000000,Free,0,Everyone,28-Jun-18
DJMAX TECHNIKA Q - Music Game,FAMILY,4.5,19230,45,5000000,Free,0,Everyone,12-Jul-18
Resources For Virtual DJ,LIFESTYLE,3.8,19221,13,5000000,Free,0,Everyone,24-May-18
Builder Craft: House Building & Exploration,GAME,4.3,18985,23,5000000,Free,0,Everyone,23-Jul-18
Learn to Read with Tommy Turtle,LIFESTYLE,3.9,18961,2,5000000,Free,0,Everyone,24-Sep-15
Pet Beauty Salon,SPORTS,4.2,18584,49,5000000,Free,0,Everyone,27-Jun-18
Discovery K!ds Play!,PARENTING,3.9,17941,Varies with device,5000000,Free,0,Everyone,27-May-18
Golf Channel,FAMILY,4,17543,19,5000000,Free,0,Everyone,25-Jan-18
Hush - Beauty for Everyone,FAMILY,3.9,17067,2,5000000,Free,0,Everyone,13-Feb-18
Little Pets Animal Guardians,GAME,4.2,17044,4,5000000,Free,0,Everyone,13-Apr-18
Weather,GAME,4.2,17039,4,5000000,Free,0,Everyone,13-Apr-18
AT&T Smart Wi-Fi,SHOPPING,3.9,16678,Varies with device,5000000,Free,0,Everyone,25-Jul-18
Slice: Package Tracker,SHOPPING,4,15867,Varies with device,5000000,Free,0,Everyone,06-Aug-18
"Dollar General - Digital Coupons, Ads And More",TOOLS,3.9,15665,37,5000000,Free,0,Everyone,08-Jul-16
EasyNote Notepad | To Do List,EDUCATION,4.2,14286,Varies with device,5000000,Free,0,Everyone,26-Apr-18
Financial Calculator India,FAMILY,4.4,12753,51,5000000,Free,0,Everyone,17-Jul-18
Keller Williams Real Estate,TOOLS,4.4,12215,9,5000000,Free,0,Everyone,01-Aug-18
Bixby Button Remapper - bxActions,FAMILY,4.3,11950,19,5000000,Free,0,Everyone,12-Jul-18
Unit Converter Pro,BUSINESS,4.1,11622,Varies with device,5000000,Free,0,Everyone,26-Jul-18
Kernel Manager for Franco Kernel ✨,FAMILY,4.3,11618,39,5000000,Free,0,Everyone,03-Apr-18
Fuzzy Seasons: Animal Forest,PRODUCTIVITY,3.2,11200,11,5000000,Free,0,Everyone,23-Jul-18
U-Craft Mobile,PRODUCTIVITY,4,10643,Varies with device,5000000,Free,0,Everyone,19-May-18
Force LTE Only,FAMILY,4.5,9779,39,5000000,Free,0,Everyone,25-Feb-18
Super Jim Jump - pixel 3d,EDUCATION,4.5,9770,39,5000000,Free,0,Everyone,25-Feb-18
Free resume builder CV maker templates PDF formats,BUSINESS,4,8941,12,5000000,Free,0,Everyone,31-Jul-18
Evolution CP & IV Calculator for pokemon,SHOPPING,3.6,8820,33,5000000,Free,0,Everyone,25-Jul-18
RIDE ZERO,PRODUCTIVITY,3.8,8211,4,5000000,Free,0,Everyone,20-Jul-18
XDV,COMMUNICATION,4.2,6454,15,5000000,Free,0,Everyone,03-May-18
Kingdom in Chaos,ENTERTAINMENT,3.1,5241,Varies with device,5000000,Free,0,Everyone,06-Jun-18
OST),LIFESTYLE,3,4260,6,5000000,Free,0,Everyone,08-Aug-17
Meritrust CU Mobile Banking,PHOTOGRAPHY,3.3,3492,17,5000000,Free,0,Everyone,14-Jun-18
U + professional baseball,TOOLS,3.2,2394,Varies with device,5000000,Free,0,Everyone,13-Nov-14
Resume Builder and CV maker app,TOOLS,2,2221,4,5000000,Free,0,Everyone,03-Oct-17
EZ Receipts,PRODUCTIVITY,4,2131,2,5000000,Free,0,Everyone,22-Apr-16
Clean Master Lite - For Low-End Phone,FAMILY,4.6,584070,24,5000000,Free,0,Everyone 10+,18-Jul-18
MomentCam Cartoons & Stickers,FAMILY,4.4,475020,69,5000000,Free,0,Everyone 10+,26-Jul-18
Crisis Action: 2018 NO.1 FPS,FAMILY,4.4,351607,8,5000000,Free,0,Everyone 10+,29-Jun-16
TouchPal Keyboard - Fun Emoji & Android Keyboard,GAME,4.3,309176,70,5000000,Free,0,Everyone 10+,02-Aug-18
PlayStation App,FAMILY,4.3,308944,70,5000000,Free,0,Everyone 10+,02-Aug-18
"CallApp: Caller ID, Blocker & Phone Call Recorder",GAME,4.4,267395,71,5000000,Free,0,Everyone 10+,19-Jul-18
"The Voice, sing and connect",FAMILY,4.5,244039,46,5000000,Free,0,Everyone 10+,04-Jun-18
Hello Kitty Nail Salon,FAMILY,4.4,228130,70,5000000,Free,0,Everyone 10+,19-Jul-18
Text SMS,FAMILY,4.4,218881,37,5000000,Free,0,Everyone 10+,28-Mar-18
TRANSFORMERS: Earth Wars,FAMILY,4.3,171220,42,5000000,Free,0,Everyone 10+,28-Jul-15
Legend - Animate Text in Video,GAME,4.2,156862,64,5000000,Free,0,Everyone 10+,31-Jul-18
TETRIS Blitz,GAME,4.7,142308,24,5000000,Free,0,Everyone 10+,01-Aug-18
Edmodo,GAME,4.7,141529,24,5000000,Free,0,Everyone 10+,01-Aug-18
Bloons TD 5,FAMILY,4.6,137198,81,5000000,Free,0,Everyone 10+,22-Apr-18
Squadron - Bullet Hell Shooter,FAMILY,3.8,130689,57,5000000,Free,0,Everyone 10+,03-Aug-18
Draft Simulator for FUT 18,SPORTS,4.4,122283,Varies with device,5000000,Free,0,Everyone 10+,20-Jul-18
"Ginger Keyboard - Emoji, GIFs, Themes & Games",SPORTS,4.4,122282,Varies with device,5000000,Free,0,Everyone 10+,20-Jul-18
Jumia online shopping,SPORTS,4.4,122280,Varies with device,5000000,Free,0,Everyone 10+,20-Jul-18
"Peers.TV: broadcast TV channels First, Match TV, TNT ...",FAMILY,4.3,107765,78,5000000,Free,0,Everyone 10+,25-May-18
The Zueira's Voice,GAME,4.6,102107,Varies with device,5000000,Free,0,Everyone 10+,31-Jul-18
Stack Jump,FAMILY,4.4,89947,22,5000000,Free,0,Everyone 10+,09-Feb-18
The Holy Rosary,GAME,4,47151,36,5000000,Free,0,Everyone 10+,26-Dec-17
The Maner,GAME,4.3,45558,53,5000000,Free,0,Everyone 10+,24-May-18
Ninesky Browser,GAME,3.7,38767,4,5000000,Free,0,Everyone 10+,11-Apr-11
DEER HUNTER CHALLENGE,GAME,4.3,34494,23,5000000,Free,0,Everyone 10+,11-Jul-18
Scoompa Video - Slideshow Maker and Video Editor,FAMILY,4.4,288835,91,5000000,Free,0,Mature 17+,19-Jul-18
ESPN,SPORTS,4.2,277939,Varies with device,5000000,Free,0,Mature 17+,02-Aug-18
Major Mayhem,SPORTS,4.2,277904,Varies with device,5000000,Free,0,Mature 17+,02-Aug-18
Hot Wheels: Race Off,SPORTS,4.2,277902,Varies with device,5000000,Free,0,Mature 17+,02-Aug-18
Zoosk Dating App: Meet Singles,SPORTS,4.2,277900,Varies with device,5000000,Free,0,Mature 17+,02-Aug-18
FaceApp,SOCIAL,4.6,216513,Varies with device,5000000,Free,0,Mature 17+,06-Aug-18
Call of Mini™ Dino Hunter,GAME,4.4,206602,13,5000000,Free,0,Mature 17+,01-Jul-13
Fart sound pranks,DATING,4.5,182986,77,5000000,Free,0,Mature 17+,02-Aug-18
Timely Alarm Clock,DATING,4.4,172460,3,5000000,Free,0,Mature 17+,04-Aug-18
Camera MX - Free Photo & Video Camera,SOCIAL,4,163679,Varies with device,5000000,Free,0,Mature 17+,01-Aug-18
Lumosity: #1 Brain Games & Cognitive Training App,SHOPPING,4.3,151095,12,5000000,Free,0,Mature 17+,01-Jul-18
Flashlight - Torch LED Light,SOCIAL,3.7,138026,2,5000000,Free,0,Mature 17+,29-Feb-16
Train Racing Games 3D 2 Player,GAME,4.3,137696,55,5000000,Free,0,Mature 17+,19-Jul-18
Rope'n'Fly 3 - Dusk Till Dawn,FAMILY,4.2,123136,80,5000000,Free,0,Mature 17+,25-Jun-18
Live 4D Results ! (MY & SG),SOCIAL,4,88486,Varies with device,5000000,Free,0,Mature 17+,23-Mar-18
Clean My Android,GAME,4.5,80678,Varies with device,5000000,Free,0,Mature 17+,25-May-18
MegaFon Dashboard,SOCIAL,4.6,79658,17,5000000,Free,0,Mature 17+,06-Aug-18
Airplane Fly Hawaii,SOCIAL,4.4,68358,7,5000000,Free,0,Mature 17+,07-May-16
Pregnancy Week By Week,DATING,4.2,63986,20,5000000,Free,0,Mature 17+,31-May-18
"Univision Deportes: Liga MX, MLS, Fútbol Live",DATING,4.5,61637,11,5000000,Free,0,Mature 17+,31-Jul-18
104 Looking for a job ,SOCIAL,4.6,60562,15,5000000,Free,0,Mature 17+,06-Aug-18
"Black Wallpaper, AMOLED, Dark Background: Darkify",FAMILY,4.1,44027,52,5000000,Free,0,Mature 17+,21-Feb-18
11st,DATING,4,42197,Varies with device,5000000,Free,0,Mature 17+,24-Jul-18
Sport Car Simulator,DATING,4,42194,Varies with device,5000000,Free,0,Mature 17+,24-Jul-18
Mega Photo,GAME,4.1,39895,25,5000000,Free,0,Mature 17+,02-Jan-18
Bubble Shooter,FAMILY,3.9,39038,9,5000000,Free,0,Mature 17+,06-Jun-18
Kawaii Easy Drawing : How to draw Step by Step,DATING,3.1,31320,53,5000000,Free,0,Mature 17+,30-Jul-18
Skype Lite - Free Video Call & Chat,FAMILY,3.7,29838,Varies with device,5000000,Free,0,Mature 17+,28-Jun-18
Jetpack Joyride,GAME,4.6,745684,83,5000000,Free,0,Teen,17-Jul-18
Google Duo - High Quality Video Calls,GAME,4.6,568391,5,5000000,Free,0,Teen,01-Jul-14
"GO Weather - Widget, Theme, Wallpaper, Efficient",GAME,4.3,504765,36,5000000,Free,0,Teen,30-Jul-18
Talking Tom & Ben News,FAMILY,4.7,456474,86,5000000,Free,0,Teen,24-Jul-18
3D Tennis,FAMILY,4.6,407694,Varies with device,5000000,Free,0,Teen,19-Jul-18
Family Guy The Quest for Stuff,GAME,4.4,406511,21,5000000,Free,0,Teen,21-Oct-16
Last Empire - War Z: Strategy,FAMILY,4.2,367951,76,5000000,Free,0,Teen,16-Jul-18
Photo Collage Maker,GAME,4.4,344819,51,5000000,Free,0,Teen,18-Oct-16
PhotoDirector Photo Editor App,GAME,4.6,338742,48,5000000,Free,0,Teen,03-Aug-18
Credit Karma,GAME,4.6,337913,48,5000000,Free,0,Teen,03-Aug-18
Tom's Love Letters,GAME,4.6,337752,48,5000000,Free,0,Teen,03-Aug-18
Bukalapak - Buy and Sell Online,FAMILY,4.3,322976,Varies with device,5000000,Free,0,Teen,13-Jun-18
We Heart It,GAME,4.3,314774,43,5000000,Free,0,Teen,16-Sep-13
Whoscall - Caller ID & Block,FAMILY,4.4,288209,21,5000000,Free,0,Teen,23-Jul-18
"Polaris Office - Word, Docs, Sheets, Slide, PDF",ENTERTAINMENT,4.4,288150,21,5000000,Free,0,Teen,23-Jul-18
NinJump,GAME,4.2,250197,44,5000000,Free,0,Teen,12-Jul-18
Idle Heroes,GAME,4.4,248417,17,5000000,Free,0,Teen,10-Feb-15
Sandbox - Color by Number Coloring Pages,GAME,4.3,246538,60,5000000,Free,0,Teen,06-Mar-18
SAMURAI vs ZOMBIES DEFENSE,FAMILY,4.7,244797,52,5000000,Free,0,Teen,30-Jul-18
Selfie Camera - Photo Editor & Filter & Sticker,GAME,4.4,243121,38,5000000,Free,0,Teen,17-Oct-14
"Zapya - File Transfer, Sharing",FAMILY,4.2,233588,74,5000000,Free,0,Teen,21-Apr-17
Xray Scanner Prank,GAME,4.3,224514,81,5000000,Free,0,Teen,18-Jul-18
HD Camera for Android,FAMILY,4.5,221691,94,5000000,Free,0,Teen,06-Aug-18
eBay Kleinanzeigen for Germany,SOCIAL,4.1,205803,Varies with device,5000000,Free,0,Teen,18-Jul-18
Learn English with Wlingua,GAME,4.4,201537,68,5000000,Free,0,Teen,01-Aug-18
"Moco - Chat, Meet People",GAME,4.4,201426,80,5000000,Free,0,Teen,02-Aug-18
Word Search,GAME,4.5,189773,95,5000000,Free,0,Teen,18-Jul-18
Masha and the Bear Child Games,GAME,4.2,187972,99,5000000,Free,0,Teen,11-Jul-18
Stocard - Rewards Cards Wallet,GAME,4.7,183343,20,5000000,Free,0,Teen,28-May-18
"Moneycontrol – Stocks, Sensex, Mutual Funds, IPO",FAMILY,4.1,182103,6,5000000,Free,0,Teen,31-Jul-18
CM Security Lite - Antivirus,FAMILY,4,174127,48,5000000,Free,0,Teen,03-Oct-16
Governor of Poker 2 - OFFLINE POKER GAME,FAMILY,4.3,166312,91,5000000,Free,0,Teen,31-Jul-18
Big Hunter,GAME,4.3,165928,91,5000000,Free,0,Teen,31-Jul-18
GearBest Online Shopping,GAME,4.3,165888,91,5000000,Free,0,Teen,31-Jul-18
Talkray - Free Calls & Texts,GAME,4.4,165656,38,5000000,Free,0,Teen,07-Feb-18
Camera for Android,SOCIAL,4.1,161610,16,5000000,Free,0,Teen,05-Aug-18
Hollywood U: Rising Stars,FAMILY,3.8,159398,28,5000000,Free,0,Teen,30-May-18
Experiment Z - Zombie,FAMILY,4.5,157322,9,5000000,Free,0,Teen,05-Jan-18
LOCX Applock Lock Apps & Photo,GAME,4.2,147791,38,5000000,Free,0,Teen,26-Jul-18
"busuu: Learn Languages - Spanish, English & More",GAME,4.4,144545,13,5000000,Free,0,Teen,01-Dec-11
"Learn English Vocabulary - 6,000 Words",GAME,4.3,144040,29,5000000,Free,0,Teen,25-Jul-18
Sync.ME – Caller ID & Block,GAME,3.9,142693,21,5000000,Free,0,Teen,07-Jun-18
Golden HoYeah Slots - Real Casino Slots,ENTERTAINMENT,4.1,141980,Varies with device,5000000,Free,0,Teen,30-Jul-18
Anime Love Story Games: ✨Shadowtime✨,SPORTS,4.2,140883,59,5000000,Free,0,Teen,21-Jul-18
Easy Language Translator,FAMILY,4.1,137674,72,5000000,Free,0,Teen,04-Jul-18
ESPN Fantasy Sports,ENTERTAINMENT,4.2,130549,Varies with device,5000000,Free,0,Teen,27-Jun-18
Pushbullet - SMS on PC,FAMILY,4.2,130549,Varies with device,5000000,Free,0,Teen,27-Jun-18
Miami Crime Vice Town,GAME,4.5,114479,26,5000000,Free,0,Teen,20-Dec-17
Job Search by ZipRecruiter,FAMILY,4.6,111741,66,5000000,Free,0,Teen,27-Feb-18
"Face Filter, Selfie Editor - Sweet Camera",FAMILY,4.5,108130,40,5000000,Free,0,Teen,03-Aug-18
Blogger,SHOPPING,4.5,104068,37,5000000,Free,0,Teen,01-Aug-18
"Mint: Budget, Bills, Finance",FAMILY,4.5,97071,87,5000000,Free,0,Teen,03-Apr-18
Sonic the Hedgehog™ Classic,FAMILY,4.6,94989,74,5000000,Free,0,Teen,22-Apr-18
Hangouts Dialer - Call Phones,GAME,4.4,93033,98,5000000,Free,0,Teen,04-Aug-18
Dungeon Legends - PvP Action MMO RPG Co-op Games,SOCIAL,4,80987,25,5000000,Free,0,Teen,30-Jul-18
TV+,SOCIAL,4.2,79130,23,5000000,Free,0,Teen,02-Aug-18
SuperCity: Build a Story,SOCIAL,4.2,79129,23,5000000,Free,0,Teen,02-Aug-18
CBS - Full Episodes & Live TV,GAME,4.1,74842,99,5000000,Free,0,Teen,22-Dec-16
Storm Radar: Tornado Tracker & Hurricane Alerts,FAMILY,4,73185,46,5000000,Free,0,Teen,01-Nov-17
Be A Legend: Soccer,GAME,4.4,70747,99,5000000,Free,0,Teen,31-Jul-18
Classic Calculator,SOCIAL,4.6,70616,Varies with device,5000000,Free,0,Teen,27-Jul-18
Vimeo,SOCIAL,4.6,70449,Varies with device,5000000,Free,0,Teen,27-Jul-18
Khan Academy,PHOTOGRAPHY,4.4,70189,13,5000000,Free,0,Teen,11-Aug-15
"Kohl's: Scan, Shop, Pay & Save",FAMILY,4.2,64815,23,5000000,Free,0,Teen,01-Jun-18
MARCA - Sports Leader Diary,FAMILY,4.2,62301,72,5000000,Free,0,Teen,01-Aug-18
Tunnel Town,ENTERTAINMENT,3.9,60841,Varies with device,5000000,Free,0,Teen,26-Jul-18
Anatomy Learning - 3D Atlas,GAME,4,59223,46,5000000,Free,0,Teen,26-Jun-18
Beauty and the Beast,FAMILY,4.1,58104,17,5000000,Free,0,Teen,05-Jul-18
Bubble Bird Rescue,ENTERTAINMENT,4.1,58028,17,5000000,Free,0,Teen,05-Jul-18
Voxel - 3D Color by Number & Pixel Coloring Book,SOCIAL,4.3,51504,20,5000000,Free,0,Teen,25-Jul-18
